ensg	entrez	symbol
ENSG00000121621	81930	KIF18A
ENSG00000123119	64168	NECAB1
ENSG00000124089	4159	MC3R
ENSG00000124181	5335	PLCG1
ENSG00000125378	652	BMP4
ENSG00000125703	84938	ATG4C
ENSG00000126091	6487	ST3GAL3
ENSG00000126215	7517	XRCC3
ENSG00000127311	92797	HELB
ENSG00000127666	148022	TICAM1
ENSG00000127946	3092	HIP1
ENSG00000128191	54487	DGCR8
ENSG00000131374	9779	TBC1D5
ENSG00000131503	54882	ANKHD1
ENSG00000131558	60412	EXOC4
ENSG00000132793	64900	LPIN3
ENSG00000132911	56923	NMUR2
ENSG00000134183	2780	GNAT2
ENSG00000134242	26191	PTPN22
ENSG00000134262	10717	AP4B1
ENSG00000134516	1794	DOCK2
ENSG00000134640	4544	MTNR1B
ENSG00000135406	5630	PRPH
ENSG00000135437	5959	RDH5
ENSG00000135828	6041	RNASEL
ENSG00000135930	9470	EIF4E2
ENSG00000136271	54606	DDX56
ENSG00000136381	3658	IREB2
ENSG00000136634	3586	IL10
ENSG00000136717	274	BIN1
ENSG00000137252	3062	HCRTR2
ENSG00000137672	7225	TRPC6
ENSG00000138074	8884	SLC5A6
ENSG00000138083	6496	SIX3
ENSG00000138085	51374	ATRAID
ENSG00000138095	10128	LRPPRC
ENSG00000138684	59067	IL21
ENSG00000138688	84162	KIAA1109
ENSG00000139117	144402	CPNE8
ENSG00000139547	8608	RDH16
ENSG00000139618	675	BRCA2
ENSG00000139910	4857	NOVA1
ENSG00000140538	4916	NTRK3
ENSG00000141664	54877	ZCCHC2
ENSG00000143032	343472	BARHL2
ENSG00000143333	6004	RGS16
ENSG00000143365	6097	RORC
ENSG00000143552	91181	NUP210L
ENSG00000143570	27173	SLC39A1
ENSG00000143614	57459	GATAD2B
ENSG00000143921	64241	ABCG8
ENSG00000144426	65065	NBEAL1
ENSG00000144460	57624	NYAP2
ENSG00000144481	79054	TRPM8
ENSG00000145103	286676	ILDR1
ENSG00000145242	2044	EPHA5
ENSG00000145723	54826	GIN1
ENSG00000145850	91937	TIMD4
ENSG00000145863	2559	GABRA6
ENSG00000146555	221935	SDK1
ENSG00000147481	54212	SNTG1
ENSG00000147883	1030	CDKN2B
ENSG00000147905	84186	ZCCHC7
ENSG00000148053	4915	NTRK2
ENSG00000148600	92211	CDHR1
ENSG00000148604	5995	RGR
ENSG00000149091	8525	DGKZ
ENSG00000149294	4684	NCAM1
ENSG00000149571	84623	KIRREL3
ENSG00000149577	51092	SIDT2
ENSG00000151834	2555	GABRA2
ENSG00000152061	9910	RABGAP1L
ENSG00000152254	57818	G6PC2
ENSG00000152578	2893	GRIA4
ENSG00000152784	56978	PRDM8
ENSG00000155011	27123	DKK2
ENSG00000155099	55529	TMEM55A
ENSG00000156097	83873	GPR61
ENSG00000156269	84779	NAA11
ENSG00000156395	22986	SORCS3
ENSG00000156413	2528	FUT6
ENSG00000156564	57497	LRFN2
ENSG00000158604	222068	TMED4
ENSG00000160741	200186	CRTC2
ENSG00000160957	9401	RECQL4
ENSG00000160959	9684	LRRC14
ENSG00000162402	23358	USP24
ENSG00000162522	57648	KIAA1522
ENSG00000162621	105378803	LRRC53
ENSG00000162924	5966	REL
ENSG00000162928	5194	PEX13
ENSG00000162959	51072	MEMO1
ENSG00000162961	84661	DPY30
ENSG00000162989	3760	KCNJ3
ENSG00000163082	130367	SGPP2
ENSG00000163104	56916	SMARCAD1
ENSG00000163349	204851	HIPK1
ENSG00000163599	1493	CTLA4
ENSG00000163637	166336	PRICKLE2
ENSG00000163798	22950	SLC4A1AP
ENSG00000163884	28999	KLF15
ENSG00000164123	152940	C4orf45
ENSG00000164209	91137	SLC25A46
ENSG00000164308	64167	ERAP2
ENSG00000164438	30012	TLX3
ENSG00000164574	55568	GALNT10
ENSG00000164588	348980	HCN1
ENSG00000164597	10466	COG5
ENSG00000164841	157753	TMEM74
ENSG00000165091	117531	TMC1
ENSG00000165323	120114	FAT3
ENSG00000165752	282974	STK32C
ENSG00000166035	3990	LIPC
ENSG00000166037	9702	CEP57
ENSG00000166164	29117	BRD7
ENSG00000166446	124359	CDYL2
ENSG00000167548	8085	KMT2D
ENSG00000167578	53916	RAB4B
ENSG00000167700	113655	MFSD3
ENSG00000167910	1581	CYP7A1
ENSG00000168016	9881	TRANK1
ENSG00000168781	9677	PPIP5K1
ENSG00000169174	255738	PCSK9
ENSG00000169340	204474	PDILT
ENSG00000169519	196074	METTL15
ENSG00000169684	1138	CHRNA5
ENSG00000170324	143162	FRMPD2
ENSG00000171045	203062	TSNARE1
ENSG00000171119	4902	NRTN
ENSG00000171124	2525	FUT3
ENSG00000173406	1600	DAB1
ENSG00000173575	1106	CHD2
ENSG00000173991	8557	TCAP
ENSG00000174453	402117	VWC2L
ENSG00000174944	9934	P2RY14
ENSG00000174990	763	CA5A
ENSG00000175003	6580	SLC22A1
ENSG00000175110	56945	MRPS22
ENSG00000175189	3626	INHBC
ENSG00000175198	5095	PCCA
ENSG00000175224	9776	ATG13
ENSG00000175497	57628	DPP10
ENSG00000175591	5029	P2RY2
ENSG00000176204	80059	LRRTM4
ENSG00000176956	4062	LY6H
ENSG00000177679	222183	SRRM3
ENSG00000178662	80034	CSRNP3
ENSG00000179933	55017	C14orf119
ENSG00000181291	124842	TMEM132E
ENSG00000181634	9966	TNFSF15
ENSG00000181751	90355	C5orf30
ENSG00000181929	5571	PRKAG1
ENSG00000182010	219790	RTKN2
ENSG00000182197	2131	EXT1
ENSG00000182264	284359	IZUMO1
ENSG00000182901	6000	RGS7
ENSG00000183662	407738	FAM19A1
ENSG00000184361	124783	SPATA32
ENSG00000184719	55328	RNLS
ENSG00000185482	246329	STAC3
ENSG00000185760	56479	KCNQ5
ENSG00000185787	10933	MORF4L1
ENSG00000186472	27445	PCLO
ENSG00000186509	219956	OR9Q1
ENSG00000186567	56971	CEACAM19
ENSG00000187244	4059	BCAM
ENSG00000188266	123688	HYKK
ENSG00000188316	387712	ENO4
ENSG00000188580	154215	NKAIN2
ENSG00000188659	283726	FAM154B
ENSG00000188761	440603	BCL2L15
ENSG00000188848	389206	BEND4
ENSG00000189362	100131211	TMEM194B
ENSG00000196090	11122	PTPRT
ENSG00000196352	1604	CD55
ENSG00000196453	27153	ZNF777
ENSG00000196542	165679	SPTSSB
ENSG00000196569	3908	LAMA2
ENSG00000196616	125	ADH1B
ENSG00000197520	400823	FAM177B
ENSG00000198408	10724	MGEA5
ENSG00000198420	9747	FAM115A
ENSG00000198670	4018	LPA
ENSG00000198821	919	CD247
ENSG00000198829	56670	SUCNR1
ENSG00000198837	9909	DENND4B
ENSG00000203791	399818	METTL10
ENSG00000203880	55251	PCMTD2
ENSG00000204033	340745	LRIT2
ENSG00000204060	100132074	FOXO6
ENSG00000204967	56144	PCDHA4
ENSG00000204969	56146	PCDHA2
ENSG00000204970	56147	PCDHA1
ENSG00000205856	150297	C22orf42
ENSG00000206260	729627	PRR23A
ENSG00000212124	259294	TAS2R19
ENSG00000212993	5462	POU5F1B
ENSG00000213066	11116	FGFR1OP
ENSG00000213658	27040	LAT
ENSG00000213892	388551	CEACAM16
ENSG00000214944	64283	ARHGEF28
ENSG00000215114	137886	UBXN2B
ENSG00000218819	100129278	TDRD15
ENSG00000221813	135946	OR6B1
ENSG00000221836	393046	OR2A5
ENSG00000221858	346525	OR2A12
ENSG00000221910	135948	OR2F2
ENSG00000221933	392138	OR2A25
ENSG00000221938	135941	OR2A14
ENSG00000234188	NA	AL121963.1
ENSG00000247121	NA	CTD-2260A17.2
ENSG00000248483	134187	POU5F2
ENSG00000249141	NA	RP11-514O12.4
ENSG00000254402	441381	LRRC24
ENSG00000254996	404734	ANKHD1-EIF4EBP3
ENSG00000255408	56145	PCDHA3
ENSG00000255974	1548	CYP2A6
ENSG00000256436	259290	TAS2R31
ENSG00000257138	5726	TAS2R38
ENSG00000258311	NA	RP11-644F5.10
ENSG00000260836	NA	RP11-152F13.10
ENSG00000261086	NA	RP11-379H8.1
ENSG00000261190	388276	C16orf97
ENSG00000267120	NA	AD000671.6
ENSG00000267545	NA	AC005779.2
ENSG00000268838	NA	AC027228.1
ENSG00000269624	NA	AL138847.1
ENSG00000005486	57414	RHBDD2
ENSG00000006659	56891	LGALS14
ENSG00000030419	22807	IKZF2
ENSG00000038532	23274	CLEC16A
ENSG00000075568	23505	TMEM131
ENSG00000077238	3566	IL4R
ENSG00000077420	54518	APBB1IP
ENSG00000079263	11262	SP140
ENSG00000085274	55892	MYNN
ENSG00000087088	581	BAX
ENSG00000091181	3568	IL5RA
ENSG00000091972	4345	CD200
ENSG00000096968	3717	JAK2
ENSG00000099817	5434	POLR2E
ENSG00000100380	6767	ST13
ENSG00000102921	9683	N4BP1
ENSG00000105205	1178	CLC
ENSG00000106178	6369	CCL24
ENSG00000106952	944	TNFSF8
ENSG00000107485	2625	GATA3
ENSG00000107929	23185	LARP4B
ENSG00000107937	23560	GTPBP4
ENSG00000109471	3558	IL2
ENSG00000113522	10111	RAD50
ENSG00000113525	3567	IL5
ENSG00000114248	79782	LRRC31
ENSG00000114529	79669	C3orf52
ENSG00000114982	55683	KANSL3
ENSG00000115594	3554	IL1R1
ENSG00000115598	8808	IL1RL2
ENSG00000115602	9173	IL1RL1
ENSG00000115604	8809	IL18R1
ENSG00000115607	8807	IL18RAP
ENSG00000115616	6549	SLC9A2
ENSG00000115947	5000	ORC4
ENSG00000116691	60672	MIIP
ENSG00000120210	11172	INSL6
ENSG00000120211	3641	INSL4
ENSG00000120690	1997	ELF1
ENSG00000120889	8795	TNFRSF10B
ENSG00000121152	23397	NCAPH
ENSG00000121989	92	ACVR2A
ENSG00000122304	5620	PRM2
ENSG00000122877	1959	EGR2
ENSG00000124496	55809	TRERF1
ENSG00000125245	2841	GPR18
ENSG00000125755	8189	SYMPK
ENSG00000127948	5447	POR
ENSG00000127952	51657	STYXL1
ENSG00000134882	337867	UBAC2
ENSG00000134987	134430	WDR36
ENSG00000135363	4005	LMO2
ENSG00000136244	3569	IL6
ENSG00000137033	90865	IL33
ENSG00000137492	5612	PRKRIR
ENSG00000137507	2615	LRRC32
ENSG00000138311	22891	ZNF365
ENSG00000138378	6775	STAT4
ENSG00000140577	64784	CRTC3
ENSG00000141456	27043	PELP1
ENSG00000143624	65123	INTS3
ENSG00000145284	79966	SCD5
ENSG00000145777	85480	TSLP
ENSG00000145901	10318	TNIP1
ENSG00000146701	4191	MDH2
ENSG00000148090	549	AUH
ENSG00000148377	91734	IDI2
ENSG00000152495	814	CAMK4
ENSG00000153922	1105	CHD1
ENSG00000156831	286053	NSMCE2
ENSG00000158050	1844	DUSP2
ENSG00000158636	56946	C11orf30
ENSG00000161905	246	ALOX15
ENSG00000162426	50651	SLC45A1
ENSG00000162434	3716	JAK1
ENSG00000162694	2135	EXTL2
ENSG00000163606	131450	CD200R1
ENSG00000164113	132612	ADAD1
ENSG00000166634	89777	SERPINB12
ENSG00000167468	2879	GPX4
ENSG00000169508	1880	GPR183
ENSG00000170266	2720	GLB1
ENSG00000170426	121214	SDR9C7
ENSG00000170608	3171	FOXA3
ENSG00000170777	89882	TPD52L3
ENSG00000171777	115727	RASGRP4
ENSG00000172922	84153	RNASEH2C
ENSG00000172977	10524	KAT5
ENSG00000173093	160762	CCDC63
ENSG00000174130	10333	TLR6
ENSG00000174500	257144	GCSAM
ENSG00000174527	283446	MYO1H
ENSG00000175643	116028	RMI2
ENSG00000175646	5619	PRM1
ENSG00000177646	28976	ACAD9
ENSG00000178257	58531	PRM3
ENSG00000178279	7142	TNP2
ENSG00000178409	57673	BEND3
ENSG00000178445	2731	GLDC
ENSG00000179240	100506127	RP11-111M22.2
ENSG00000182108	28955	DEXI
ENSG00000184378	84517	ACTRT3
ENSG00000185338	8651	SOCS1
ENSG00000186281	150763	GPAT2
ENSG00000186432	3840	KPNA4
ENSG00000187605	200424	TET3
ENSG00000187695	NA	RP11-723O4.6
ENSG00000188176	342527	SMTNL2
ENSG00000188306	344657	LRRIQ4
ENSG00000188886	431705	ASTL
ENSG00000196843	10865	ARID5A
ENSG00000197641	5275	SERPINB13
ENSG00000198885	150771	ITPRIPL1
ENSG00000204947	155054	ZNF425
ENSG00000205740	NA	AL359878.1
ENSG00000213888	NA	AC005003.1
ENSG00000222040	151	ADRA2B
ENSG00000257242	256021	C12orf79
ENSG00000268155	NA	AL161450.1
ENSG00000005379	9256	BZRAP1
ENSG00000005381	4353	MPO
ENSG00000006468	2115	ETV1
ENSG00000007047	57787	MARK4
ENSG00000008441	4784	NFIX
ENSG00000008838	9862	MED24
ENSG00000010282	57467	HHATL
ENSG00000011295	54902	TTC19
ENSG00000012223	4057	LTF
ENSG00000029725	9135	RABEP1
ENSG00000052749	23223	RRP12
ENSG00000054219	4065	LY75
ENSG00000056558	7185	TRAF1
ENSG00000059769	548645	DNAJC25
ENSG00000060237	65125	WNK1
ENSG00000062716	81671	VMP1
ENSG00000063176	56848	SPHK2
ENSG00000063177	6141	RPL18
ENSG00000063180	770	CA11
ENSG00000064012	841	CASP8
ENSG00000064201	10077	TSPAN32
ENSG00000064666	1265	CNN2
ENSG00000065413	91526	ANKRD44
ENSG00000065882	23216	TBC1D1
ENSG00000065883	8621	CDK13
ENSG00000065989	5141	PDE4A
ENSG00000067182	7132	TNFRSF1A
ENSG00000067191	782	CACNB1
ENSG00000069493	29121	CLEC2D
ENSG00000072364	27125	AFF4
ENSG00000072694	2213	FCGR2B
ENSG00000072818	9744	ACAP1
ENSG00000072954	79041	TMEM38A
ENSG00000073605	55876	GSDMB
ENSG00000074603	54878	DPP8
ENSG00000075785	7879	RAB7A
ENSG00000081041	2920	CXCL2
ENSG00000084693	60509	AGBL5
ENSG00000084764	22924	MAPRE3
ENSG00000085491	29957	SLC25A24
ENSG00000085872	10523	CHERP
ENSG00000089775	7597	ZBTB25
ENSG00000090863	2734	GLG1
ENSG00000092020	55012	PPP2R3C
ENSG00000092067	1053	CEBPE
ENSG00000092068	23428	SLC7A8
ENSG00000094804	990	CDC6
ENSG00000099998	2687	GGT5
ENSG00000100296	8563	THOC5
ENSG00000100300	706	TSPO
ENSG00000100304	23170	TTLL12
ENSG00000100314	164633	CABP7
ENSG00000100583	161394	SAMD15
ENSG00000100591	10598	AHSA1
ENSG00000100890	9692	KIAA0391
ENSG00000100902	5687	PSMA6
ENSG00000101216	26205	GMEB2
ENSG00000101327	5173	PDYN
ENSG00000101336	3055	HCK
ENSG00000101337	9777	TM9SF4
ENSG00000101346	23509	POFUT1
ENSG00000101350	9371	KIF3B
ENSG00000102524	10673	TNFSF13B
ENSG00000102738	10240	MRPS31
ENSG00000102743	10166	SLC25A15
ENSG00000103966	30844	EHD4
ENSG00000104427	51101	ZC2HC1A
ENSG00000104432	3574	IL7
ENSG00000104783	3783	KCNN4
ENSG00000104903	4066	LYL1
ENSG00000104938	10332	CLEC4M
ENSG00000105072	84167	C19orf44
ENSG00000105085	9441	MED26
ENSG00000105371	3386	ICAM4
ENSG00000105376	7087	ICAM5
ENSG00000105401	11140	CDC37
ENSG00000105516	1628	DBP
ENSG00000105767	199731	CADM4
ENSG00000105771	56006	SMG9
ENSG00000105963	11033	ADAP1
ENSG00000106829	7091	TLE4
ENSG00000107331	20	ABCA2
ENSG00000107738	64115	C10orf54
ENSG00000108342	1440	CSF3
ENSG00000108344	5709	PSMD3
ENSG00000108349	22794	CASC3
ENSG00000108423	51174	TUBD1
ENSG00000108443	6198	RPS6KB1
ENSG00000108474	9487	PIGL
ENSG00000109062	9368	SLC9A3R1
ENSG00000109065	26151	NAT9
ENSG00000109066	54868	TMEM104
ENSG00000109320	4790	NFKB1
ENSG00000109323	4126	MANBA
ENSG00000109906	7704	ZBTB16
ENSG00000110077	64231	MS4A6A
ENSG00000110848	969	CD69
ENSG00000111319	6337	SCNN1A
ENSG00000111321	4055	LTBR
ENSG00000111796	3820	KLRB1
ENSG00000111850	57150	SMIM8
ENSG00000112182	60468	BACH2
ENSG00000113716	22993	HMGXB3
ENSG00000113721	5159	PDGFRB
ENSG00000114654	79825	EFCC1
ENSG00000114656	57501	KIAA1257
ENSG00000114853	92999	ZBTB47
ENSG00000115232	3676	ITGA4
ENSG00000115919	8942	KYNU
ENSG00000116678	3953	LEPR
ENSG00000117394	6513	SLC2A1
ENSG00000117500	50999	TMED5
ENSG00000118046	6794	STK11
ENSG00000118298	23632	CA14
ENSG00000118495	5325	PLAGL1
ENSG00000118655	64858	DCLRE1B
ENSG00000118922	11278	KLF12
ENSG00000119408	10783	NEK6
ENSG00000119535	1441	CSF3R
ENSG00000119919	159296	NKX2-3
ENSG00000120053	2805	GOT1
ENSG00000121053	8288	EPX
ENSG00000122025	2322	FLT3
ENSG00000122224	4063	LY9
ENSG00000122483	343099	CCDC18
ENSG00000123636	29994	BAZ2B
ENSG00000124208	387522	TMEM189-UBE2V1
ENSG00000124444	79177	ZNF576
ENSG00000124459	7596	ZNF45
ENSG00000124875	6372	CXCL6
ENSG00000125735	8740	TNFSF14
ENSG00000125910	8698	S1PR4
ENSG00000126003	5326	PLAGL2
ENSG00000126804	22890	ZBTB1
ENSG00000127022	821	CANX
ENSG00000127526	79939	SLC35E1
ENSG00000127527	58513	EPS15L1
ENSG00000127528	10365	KLF2
ENSG00000130513	9518	GDF15
ENSG00000130522	3727	JUND
ENSG00000131116	126299	ZNF428
ENSG00000131507	80762	NDFIP1
ENSG00000131747	7153	TOP2A
ENSG00000131748	10948	STARD3
ENSG00000131759	5914	RARA
ENSG00000131771	84152	PPP1R1B
ENSG00000132359	23108	RAP1GAP2
ENSG00000132466	26057	ANKRD17
ENSG00000133561	474344	GIMAP6
ENSG00000134056	92259	MRPS36
ENSG00000134058	1022	CDK7
ENSG00000134460	3559	IL2RA
ENSG00000134545	3821	KLRC1
ENSG00000135336	23595	ORC3
ENSG00000135346	1081	CGA
ENSG00000135905	55619	DOCK10
ENSG00000136144	55213	RCBTB1
ENSG00000136240	11014	KDELR2
ENSG00000136270	9238	TBRG4
ENSG00000136274	23148	NACAD
ENSG00000136280	83605	CCM2
ENSG00000136286	64005	MYO1G
ENSG00000136371	10588	MTHFS
ENSG00000136451	7716	VEZF1
ENSG00000136536	64844	MARCH7
ENSG00000136630	3142	HLX
ENSG00000136813	23392	KIAA0368
ENSG00000136867	1318	SLC31A2
ENSG00000137942	54874	FNBP1L
ENSG00000138028	10669	CGREF1
ENSG00000138614	81556	VWA9
ENSG00000138663	51138	COPS4
ENSG00000138674	22872	SEC31A
ENSG00000139323	282809	POC1B
ENSG00000139515	3651	PDX1
ENSG00000140379	597	BCL2A1
ENSG00000140853	84166	NLRC5
ENSG00000141027	9611	NCOR1
ENSG00000141068	8844	KSR1
ENSG00000141480	409	ARRB2
ENSG00000141503	50488	MINK1
ENSG00000141736	2064	ERBB2
ENSG00000141738	2886	GRB7
ENSG00000141741	84299	MIEN1
ENSG00000141750	342667	STAC2
ENSG00000141979	NA	CTD-3222D19.2
ENSG00000142405	91662	NLRP12
ENSG00000143033	22823	MTF2
ENSG00000143363	58497	PRUNE
ENSG00000143369	1893	ECM1
ENSG00000143379	9869	SETDB1
ENSG00000143382	54507	ADAMTSL4
ENSG00000143384	4170	MCL1
ENSG00000143387	1513	CTSK
ENSG00000143409	55793	FAM63A
ENSG00000143418	29956	CERS2
ENSG00000143420	2029	ENSA
ENSG00000143437	405	ARNT
ENSG00000143452	84072	HORMAD1
ENSG00000143457	55204	GOLPH3L
ENSG00000143546	6279	S100A8
ENSG00000146282	57038	RARS2
ENSG00000146285	256380	SCML4
ENSG00000148154	7357	UGCG
ENSG00000149534	2206	MS4A2
ENSG00000149596	57158	JPH2
ENSG00000151327	283635	FAM177A1
ENSG00000152611	133690	CAPSL
ENSG00000155096	51582	AZIN1
ENSG00000155229	64210	MMS19
ENSG00000155629	118788	PIK3AP1
ENSG00000155749	130540	ALS2CR12
ENSG00000155850	1836	SLC26A2
ENSG00000157734	79856	SNX22
ENSG00000158246	115572	FAM46B
ENSG00000158773	7391	USF1
ENSG00000158859	9507	ADAMTS4
ENSG00000158869	2207	FCER1G
ENSG00000159871	284348	LYPD5
ENSG00000160877	112939	NACC1
ENSG00000161010	51149	C5orf45
ENSG00000161013	11282	MGAT4B
ENSG00000161021	9794	MAML1
ENSG00000161395	93210	PGAP3
ENSG00000161405	22806	IKZF3
ENSG00000161847	125950	RAVER1
ENSG00000162695	148867	SLC30A7
ENSG00000162711	114548	NLRP3
ENSG00000162714	84838	ZNF496
ENSG00000162992	4760	NEUROD1
ENSG00000163131	1520	CTSS
ENSG00000163297	118429	ANTXR2
ENSG00000163362	55765	C1orf106
ENSG00000163734	2921	CXCL3
ENSG00000163738	441024	MTHFD2L
ENSG00000163818	54585	LZTFL1
ENSG00000163820	79443	FYCO1
ENSG00000163823	1230	CCR1
ENSG00000163827	79442	LRRC2
ENSG00000163902	6184	RPN1
ENSG00000164296	81789	TIGD6
ENSG00000164411	375519	GJB7
ENSG00000164414	10559	SLC35A1
ENSG00000164535	221955	DAGLB
ENSG00000164816	1670	DEFA5
ENSG00000164821	1669	DEFA4
ENSG00000165181	158401	C9orf84
ENSG00000165879	10023	FRAT1
ENSG00000166582	201161	CENPV
ENSG00000166794	5479	PPIB
ENSG00000166803	9768	KIAA0101
ENSG00000166831	348093	RBPMS2
ENSG00000167193	1398	CRK
ENSG00000167419	4025	LPO
ENSG00000167637	284349	ZNF283
ENSG00000167807	NA	CTD-2369P2.10
ENSG00000167840	7775	ZNF232
ENSG00000167914	284110	GSDMA
ENSG00000168152	79725	THAP9
ENSG00000168329	1524	CX3CR1
ENSG00000168685	3575	IL7R
ENSG00000169045	3187	HNRNPH1
ENSG00000169118	53944	CSNK1G1
ENSG00000169252	154	ADRB2
ENSG00000169429	3576	IL8
ENSG00000170035	10477	UBE2E3
ENSG00000170425	136	ADORA2B
ENSG00000170989	1901	S1PR1
ENSG00000171033	5569	PKIA
ENSG00000171133	26248	OR2K2
ENSG00000171307	84287	ZDHHC16
ENSG00000171311	51013	EXOSC1
ENSG00000171314	5223	PGAM1
ENSG00000171456	171023	ASXL1
ENSG00000171475	147179	WIPF2
ENSG00000171791	596	BCL2
ENSG00000172057	94103	ORMDL3
ENSG00000172215	10663	CXCR6
ENSG00000172794	326624	RAB37
ENSG00000173085	27235	COQ2
ENSG00000173578	2829	XCR1
ENSG00000173585	10803	CCR9
ENSG00000174501	400986	ANKRD36C
ENSG00000174600	1240	CMKLR1
ENSG00000174885	171389	NLRP6
ENSG00000175489	126364	LRRC25
ENSG00000175711	146712	B3GNTL1
ENSG00000175793	2810	SFN
ENSG00000176222	342908	ZNF404
ENSG00000176978	29952	DPP7
ENSG00000177663	23765	IL17RA
ENSG00000177989	440836	ODF3B
ENSG00000178623	2859	GPR35
ENSG00000179144	168537	GIMAP7
ENSG00000179407	165721	DNAJB8
ENSG00000179833	9792	SERTAD2
ENSG00000179841	9495	AKAP5
ENSG00000179918	22928	SEPHS2
ENSG00000180357	23060	ZNF609
ENSG00000180389	432369	ATP5EP2
ENSG00000180432	1582	CYP8B1
ENSG00000180539	401563	C9orf139
ENSG00000180644	5551	PRF1
ENSG00000180953	400410	ST20
ENSG00000181061	25994	HIGD1A
ENSG00000181274	23401	FRAT2
ENSG00000182087	91304	TMEM259
ENSG00000182578	1436	CSF1R
ENSG00000183307	27439	CECR6
ENSG00000183323	202243	CCDC125
ENSG00000183463	646625	URAD
ENSG00000183508	54855	FAM46C
ENSG00000183542	8302	KLRC4
ENSG00000183625	1232	CCR3
ENSG00000184117	8508	NIPSNAP1
ENSG00000184293	160365	CLECL1
ENSG00000185619	10336	PCGF3
ENSG00000186074	146722	CD300LF
ENSG00000186075	124626	ZPBP2
ENSG00000186193	89958	SAPCD2
ENSG00000186517	257106	ARHGAP30
ENSG00000186575	4771	NF2
ENSG00000186998	129080	EMID1
ENSG00000187118	152100	CMC1
ENSG00000188452	375298	CERKL
ENSG00000188895	339287	MSL1
ENSG00000188994	23036	ZNF292
ENSG00000189050	51136	RNFT1
ENSG00000189308	132660	LIN54
ENSG00000196391	342132	ZNF774
ENSG00000196715	154807	VKORC1L1
ENSG00000197114	84619	ZGPAT
ENSG00000197226	23061	TBC1D9B
ENSG00000197442	4217	MAP3K5
ENSG00000198369	200734	SPRED2
ENSG00000198522	11321	GPN1
ENSG00000198685	23434	C3orf27
ENSG00000203872	206412	C6orf163
ENSG00000204659	646019	CBY3
ENSG00000204913	100505591	LRRC3C
ENSG00000205810	3823	KLRC3
ENSG00000206559	152098	ZCWPW2
ENSG00000213088	2532	DARC
ENSG00000213204	154313	C6orf165
ENSG00000213316	4056	LTC4S
ENSG00000213390	84986	ARHGAP19
ENSG00000213625	54741	LEPROT
ENSG00000213694	1903	S1PR3
ENSG00000213809	22914	KLRK1
ENSG00000213918	1773	DNASE1
ENSG00000214046	79086	SMIM7
ENSG00000214787	643680	MS4A4E
ENSG00000214941	125150	ZSWIM7
ENSG00000215045	392862	GRID2IP
ENSG00000224474	NA	AL355490.1
ENSG00000226524	NA	RP1-102H19.8
ENSG00000226763	100170229	SRRM5
ENSG00000227782	NA	AC002553.1
ENSG00000238244	23766	GABARAPL3
ENSG00000240849	387521	TMEM189
ENSG00000241399	9936	CD302
ENSG00000242616	2790	GNG10
ENSG00000243509	8771	TNFRSF6B
ENSG00000244115	552891	DNAJC25-GNG10
ENSG00000244607	152206	CCDC13
ENSG00000244687	7335	UBE2V1
ENSG00000248672	100526664	LY75-CD302
ENSG00000253320	NA	KB-1507C5.2
ENSG00000255641	3823	NKG2-E
ENSG00000255819	100528032	KLRC4-KLRK1
ENSG00000257028	NA	C15ORF37
ENSG00000257594	8693	GALNT4
ENSG00000258790	9692	KIAA0391
ENSG00000259075	100528030	POC1B-GALNT4
ENSG00000259316	NA	CTD-2116N17.1
ENSG00000259332	100528021	ST20-MTHFS
ENSG00000259642	283687	C15orf37
ENSG00000260869	NA	AC002310.13
ENSG00000264364	140735	DYNLL2
ENSG00000266086	NA	RP11-159D12.5
ENSG00000267303	NA	CTD-2369P2.12
ENSG00000267318	NA	RP11-178C3.1
ENSG00000267673	112812	FDX1L
ENSG00000268790	NA	CTC-429P9.4
ENSG00000269058	125972	CALR3
ENSG00000269891	100533184	ARHGAP19-SLIT1
ENSG00000272514	154313	C6ORF165
ENSG00000273154	NA	RP4-583P15.15
ENSG00000004846	340273	ABCB5
ENSG00000030110	578	BAK1
ENSG00000064225	10402	ST3GAL6
ENSG00000073910	10129	FRY
ENSG00000096433	3710	ITPR3
ENSG00000100105	23598	PATZ1
ENSG00000103549	9810	RNF40
ENSG00000104147	11339	OIP5
ENSG00000104941	81492	RSPH6A
ENSG00000105723	2931	GSK3A
ENSG00000105737	2901	GRIK5
ENSG00000110063	28960	DCPS
ENSG00000115042	51011	FAHD2A
ENSG00000115486	2677	GGCX
ENSG00000115677	3069	HDLBP
ENSG00000117505	1810	DR1
ENSG00000119912	3416	IDE
ENSG00000124678	6954	TCP11
ENSG00000125347	3659	IRF1
ENSG00000128604	3663	IRF5
ENSG00000133103	57511	COG6
ENSG00000137288	84300	UQCC2
ENSG00000137804	51203	NUSAP1
ENSG00000137806	51103	NDUFAF1
ENSG00000137815	23168	RTF1
ENSG00000137825	3706	ITPKA
ENSG00000140575	8826	IQGAP1
ENSG00000141753	3487	IGFBP4
ENSG00000142599	473	RERE
ENSG00000145012	4026	LPP
ENSG00000145626	133688	UGT3A1
ENSG00000148400	4851	NOTCH1
ENSG00000150455	114609	TIRAP
ENSG00000155849	9844	ELMO1
ENSG00000158985	56990	CDC42SE2
ENSG00000158987	51735	RAPGEF6
ENSG00000161896	117283	IP6K3
ENSG00000164398	23305	ACSL6
ENSG00000164399	3562	IL3
ENSG00000164400	1437	CSF2
